
—— fold 1/5 —————————————————————
[eval 00000]  loss = 0.844245
[eval 04440]  loss = 4.199754
[eval 04450]  loss = -1.107853
[eval 04460]  loss = -3.856454
[eval 04470]  loss = 1.801936
[eval 04480]  loss = -4.991942
[eval 04490]  loss = -2.907525
[eval 04500]  loss = -3.251278
[eval 04510]  loss = -4.211724
[eval 04520]  loss = -2.293556
[eval 04530]  loss = -4.715883
[eval 04540]  loss = 2.264727
[eval 04550]  loss = -4.192610
[eval 04560]  loss = -0.582793
[eval 04570]  loss = -4.960798
[eval 04580]  loss = 0.072440
[eval 04590]  loss = -4.526367
[eval 04600]  loss = -4.176782
[eval 04610]  loss = 2.067703
[eval 04620]  loss = -1.450296
[eval 04630]  loss = -2.348196
[eval 04640]  loss = -3.139276
[eval 04650]  loss = -3.719578
[eval 04660]  loss = -4.944847
[eval 04670]  loss = -1.763646
[eval 04680]  loss = -0.617392
[eval 04690]  loss = -3.957681
[eval 04700]  loss = 2.905942
[eval 04710]  loss = 1.410844
[eval 04720]  loss = -0.226459
[eval 04730]  loss = -2.838080
[eval 04740]  loss = -2.044765
[eval 04750]  loss = -4.947967
[eval 04760]  loss = 1.608715
[eval 04770]  loss = -0.016746
[eval 04780]  loss = -3.341206
[eval 04790]  loss = -2.440347
[eval 04800]  loss = 2.602143
[eval 04810]  loss = 1.631911
[eval 04820]  loss = -3.062748
[eval 04830]  loss = -0.028434
[eval 04840]  loss = -5.116425
[eval 04850]  loss = 0.024976
[eval 04860]  loss = 3.218795
[eval 04870]  loss = -4.322364
[eval 04880]  loss = -1.901801
[eval 04890]  loss = -1.416780
[eval 04900]  loss = 2.637012
[eval 04910]  loss = -2.815231
[eval 04920]  loss = -0.906740
[eval 04930]  loss = -5.116556
[eval 04940]  loss = 0.900952
[eval 04950]  loss = -4.014752
[eval 04960]  loss = -3.729208
[eval 04970]  loss = 0.032013
[eval 04980]  loss = -0.194532
[eval 04990]  loss = 0.861520
[eval 05000]  loss = -2.789044
[eval 05010]  loss = 0.227337
[eval 05020]  loss = -5.049256
[eval 05030]  loss = -2.662755
[eval 05040]  loss = -2.724474
[eval 05050]  loss = -3.485214
[eval 05060]  loss = -0.528380
[eval 05070]  loss = 1.354279
[eval 05080]  loss = 1.986654
[eval 05090]  loss = -3.735324
[eval 05100]  loss = 0.575749
[eval 05110]  loss = -4.977215
[eval 05120]  loss = -1.177077
[eval 05130]  loss = -2.941436
[eval 05140]  loss = -4.329936
[eval 05150]  loss = -0.526496
[eval 05160]  loss = -1.994078
[eval 05170]  loss = -0.600760
[eval 05180]  loss = -4.587547
[eval 05190]  loss = -3.159597
[eval 05200]  loss = -5.086911
[eval 05210]  loss = 0.780772
[eval 05220]  loss = 4.851064
[eval 05230]  loss = -3.390960
[eval 05240]  loss = -0.801011
[eval 05250]  loss = -4.311581
[eval 05260]  loss = 2.261167
[eval 05270]  loss = -4.387062
[eval 05280]  loss = -0.851124
[eval 05290]  loss = -5.018400
[eval 05300]  loss = 1.597866
[eval 05310]  loss = -4.200938
[eval 05320]  loss = -4.196058
[eval 05330]  loss = 0.016585
[eval 05340]  loss = -0.041974
[eval 05350]  loss = 0.462240
[eval 05360]  loss = -4.345200
[eval 05370]  loss = -0.514103
[eval 05380]  loss = -5.093878
[eval 05390]  loss = -2.873171
[eval 05400]  loss = -4.226040
[eval 05410]  loss = -3.958065
[eval 05420]  loss = 0.063365
[eval 05430]  loss = 0.413222
[eval 05440]  loss = 1.101261
[eval 05450]  loss = -3.503453
[eval 05460]  loss = 1.359662
[eval 05470]  loss = -4.989322
[eval 05480]  loss = -1.470026
[eval 05490]  loss = 1.303063
[eval 05500]  loss = -3.366459
[eval 05510]  loss = -2.050562
[eval 05520]  loss = 4.494978
[eval 05530]  loss = 0.050797
[eval 05540]  loss = -5.053871
[eval 05550]  loss = -0.909812
[eval 05560]  loss = -4.988663
[eval 05570]  loss = -2.952899
[eval 05580]  loss = -4.691914
[eval 05590]  loss = -4.146205
[eval 05600]  loss = -1.248849
[eval 05610]  loss = -0.736251
[eval 05620]  loss = 2.706865
[eval 05630]  loss = -3.144492
[eval 05640]  loss = 1.990181
[eval 05650]  loss = -4.990040
[eval 05660]  loss = -2.536265
[eval 05670]  loss = -4.255403
[eval 05680]  loss = -3.952765
[eval 05690]  loss = -1.353517
[eval 05700]  loss = -4.893817
[eval 05710]  loss = 0.446552
[eval 05720]  loss = -4.276035
[eval 05730]  loss = -0.691695
[eval 05740]  loss = -5.053329
[eval 05750]  loss = -0.921095
[eval 05760]  loss = 4.212373
[eval 05770]  loss = -4.554760
[eval 05780]  loss = 2.111479
[eval 05790]  loss = -1.803285
[eval 05800]  loss = 0.257489
[eval 05810]  loss = -4.381300
[eval 05820]  loss = -1.164833
[eval 05830]  loss = -5.012828
[eval 05840]  loss = 1.811397
[eval 05850]  loss = 4.811454
[eval 05860]  loss = -4.723441
[eval 05870]  loss = 1.705185
[eval 05880]  loss = 4.499668
[eval 05890]  loss = 0.504054
[eval 05900]  loss = -3.063303
[eval 05910]  loss = -2.345388
[eval 05920]  loss = -5.092547
[eval 05930]  loss = 1.394266
[eval 05940]  loss = -1.423155
[eval 05950]  loss = -3.448184
[eval 05960]  loss = 2.045968
[eval 05970]  loss = 1.517360
[eval 05980]  loss = 1.320039
[eval 05990]  loss = -3.120777
[eval 06000]  loss = 0.719927
[eval 06010]  loss = -4.915735
[eval 06020]  loss = 1.538228
[eval 06030]  loss = 4.523571
[eval 06040]  loss = -3.540050
[eval 06050]  loss = 2.644744
[eval 06060]  loss = -3.437880
[eval 06070]  loss = 2.125737
[eval 06080]  loss = -3.957637
[eval 06090]  loss = 0.463160
[eval 06100]  loss = -5.013302
[eval 06110]  loss = -1.106496
[eval 06120]  loss = 5.059145
[eval 06130]  loss = -3.407630
[eval 06140]  loss = -1.475986
[eval 06150]  loss = -3.224016
[eval 06160]  loss = -2.158708
[eval 06170]  loss = -3.041691
[eval 06180]  loss = -1.714963
[eval 06190]  loss = -4.997030
[eval 06200]  loss = -4.323080
[eval 06210]  loss = -4.742875
[eval 06220]  loss = -4.776303
[eval 06230]  loss = 4.033863
[eval 06240]  loss = 2.326271
[eval 06250]  loss = 0.652089
[eval 06260]  loss = -2.982464
[eval 06270]  loss = -2.324153
[eval 06280]  loss = -5.118304
[eval 06290]  loss = 2.587086
[eval 06300]  loss = 4.281393
[eval 06310]  loss = -4.393859
[eval 06320]  loss = 0.289580
[eval 06330]  loss = -0.678037
[eval 06340]  loss = 2.252569
[eval 06350]  loss = -4.294038
[eval 06360]  loss = -0.942482
[eval 06370]  loss = -5.040712
[eval 06380]  loss = -0.503821
[eval 06390]  loss = 4.725317
[eval 06400]  loss = -4.569431
[eval 06410]  loss = 3.785191
[eval 06420]  loss = -1.925301
[eval 06430]  loss = -3.965932
[eval 06440]  loss = -3.998151
[eval 06450]  loss = -1.051993
[eval 06460]  loss = -4.997183
[eval 06470]  loss = -0.424679
[eval 06480]  loss = -2.026157
[eval 06490]  loss = -4.087805
[eval 06500]  loss = 2.791419
[eval 06510]  loss = -0.698091
[eval 06520]  loss = -2.879966
[eval 06530]  loss = -4.921065
[eval 06540]  loss = -0.906658
[eval 06550]  loss = -5.014800
[eval 06560]  loss = 0.784868
[eval 06570]  loss = -4.521900
[eval 06580]  loss = -5.050580
[eval 06590]  loss = -0.873529
[eval 06600]  loss = 3.506391
[eval 06610]  loss = 0.513573
[eval 06620]  loss = -3.018007
[eval 06630]  loss = -0.679557
[eval 06640]  loss = -4.984883
[eval 06650]  loss = 3.754637
[eval 06660]  loss = 2.790557
[eval 06670]  loss = -4.191256
[eval 06680]  loss = -0.209712
[eval 06690]  loss = -3.742431
[eval 06700]  loss = -0.700553
[eval 06710]  loss = -4.069914
[eval 06720]  loss = -2.754378
[eval 06730]  loss = -4.885739
[eval 06740]  loss = -1.086127
[eval 06750]  loss = 3.940148
[eval 06760]  loss = -4.698806
[eval 06770]  loss = -1.462501
[eval 06780]  loss = -4.982723
[eval 06790]  loss = 0.426285
[eval 06800]  loss = -4.549685
[eval 06810]  loss = -0.854046
[eval 06820]  loss = -5.011936
[eval 06830]  loss = 1.531236
[eval 06840]  loss = 2.211987
[eval 06850]  loss = -4.026866
[eval 06860]  loss = -1.382240
[eval 06870]  loss = -3.971550
[eval 06880]  loss = 0.483620
[eval 06890]  loss = -3.405872
[eval 06900]  loss = 0.002815
[eval 06910]  loss = -5.069600
[eval 06920]  loss = 0.306813
[eval 06930]  loss = 0.653322
[eval 06940]  loss = -3.943192
[eval 06950]  loss = -1.161963
[eval 06960]  loss = -4.225100
[eval 06970]  loss = 1.652093
[eval 06980]  loss = -3.704723
[eval 06990]  loss = -3.580835
[eval 07000]  loss = -5.083646
[eval 07010]  loss = -1.251900
[eval 07020]  loss = -4.679888
[eval 07030]  loss = -3.482735
[eval 07040]  loss = 2.532232
[eval 07050]  loss = -1.156088
[eval 07060]  loss = 3.573431
[eval 07070]  loss = -4.021814
[eval 07080]  loss = 1.379473
[eval 07090]  loss = -5.129178
[eval 07100]  loss = -1.329131
[eval 07110]  loss = 4.040301
[eval 07120]  loss = -3.297747
[eval 07130]  loss = 3.426942
[eval 07140]  loss = -4.396680
[eval 07150]  loss = 2.006733
[eval 07160]  loss = -3.839407
[eval 07170]  loss = -0.321640
[eval 07180]  loss = -4.999281
[eval 07190]  loss = 0.203780
[eval 07200]  loss = -4.520948
[eval 07210]  loss = -3.317664
[eval 07220]  loss = 1.735714
[eval 07230]  loss = -4.861130
[eval 07240]  loss = -0.927533
[eval 07250]  loss = -4.465490
[eval 07260]  loss = 0.719456
[eval 07270]  loss = -5.082579
[eval 07280]  loss = -1.619993
[eval 07290]  loss = -4.979246
[eval 07300]  loss = -3.494216
[eval 07310]  loss = 3.219905
[eval 07320]  loss = -4.731836
[eval 07330]  loss = -1.141367
[eval 07340]  loss = -4.766881
[eval 07350]  loss = -4.974535
[eval 07360]  loss = 2.167597
[eval 07370]  loss = -5.071445
[eval 07380]  loss = -1.161968
[eval 07390]  loss = -4.907239
[eval 07400]  loss = -3.396509
[eval 07410]  loss = 2.683609
[eval 07420]  loss = -3.456737
[eval 07430]  loss = -3.004975
[eval 07440]  loss = -2.955072
[eval 07450]  loss = -1.588004
[eval 07460]  loss = -4.988339
[eval 07470]  loss = 2.850804
[eval 07480]  loss = 4.696672
[eval 07490]  loss = -3.332573
[eval 07500]  loss = 2.775793
[eval 07510]  loss = 3.964535
[eval 07520]  loss = 3.553815
[eval 07530]  loss = -4.955097
[eval 07540]  loss = -1.961050
[eval 07550]  loss = -4.916148
[eval 07560]  loss = 0.471910
[eval 07570]  loss = -5.030913
[eval 07580]  loss = -3.726806
[eval 07590]  loss = -0.962857
[eval 07600]  loss = 4.064010
[eval 07610]  loss = -0.350078
[eval 07620]  loss = -3.035939
[eval 07630]  loss = -0.956633
[eval 07640]  loss = -5.038582
[eval 07650]  loss = -3.479363
[eval 07660]  loss = -2.270027
[eval 07670]  loss = -4.036412
[eval 07680]  loss = 0.668609
[eval 07690]  loss = 2.126007
[eval 07700]  loss = -1.797911
[eval 07710]  loss = -3.379177
[eval 07720]  loss = 4.022802
[eval 07730]  loss = -5.046785
[eval 07740]  loss = -3.526262
[eval 07750]  loss = -4.527848
[eval 07760]  loss = -5.068650
[eval 07770]  loss = 3.622173
[eval 07780]  loss = -4.848292
[eval 07790]  loss = -1.460848
[eval 07800]  loss = -4.569415
[eval 07810]  loss = 0.524643
[eval 07820]  loss = -5.004456
[eval 07830]  loss = 0.839402
[eval 07840]  loss = -4.869781
[eval 07850]  loss = -4.375220
[eval 07860]  loss = -1.923172
[eval 07870]  loss = 3.912872
[eval 07880]  loss = -2.661953
[eval 07890]  loss = -4.002965
[eval 07900]  loss = -3.250857
[eval 07910]  loss = -5.060319
[eval 07920]  loss = -1.729516
[eval 07930]  loss = -4.303604
[eval 07940]  loss = -4.868644
[eval 07950]  loss = -0.888976
[eval 07960]  loss = 1.077832
[eval 07970]  loss = 1.265842
[eval 07980]  loss = -4.592074
[eval 07990]  loss = -2.544954
[eval 08000]  loss = -5.025124
[eval 08010]  loss = 0.367685
[eval 08020]  loss = 0.012460
[eval 08030]  loss = -5.007810
[eval 08040]  loss = -0.714431
[eval 08050]  loss = 0.001819
[eval 08060]  loss = -1.822246
[eval 08070]  loss = -3.595915
[eval 08080]  loss = 2.753430
[eval 08090]  loss = -5.032496
[eval 08100]  loss = 1.341953
[eval 08110]  loss = -4.957971
[eval 08120]  loss = -4.390312
[eval 08130]  loss = 1.784243
[eval 08140]  loss = 4.180371
[eval 08150]  loss = -3.438513
[eval 08160]  loss = -3.283034
[eval 08170]  loss = 3.935587
[eval 08180]  loss = -5.015939
[eval 08190]  loss = -1.469128
[eval 08200]  loss = -4.934706
[eval 08210]  loss = -4.361158
[eval 08220]  loss = 0.028123
[eval 08230]  loss = 2.060148
[eval 08240]  loss = 2.987648
[eval 08250]  loss = -3.724286
[eval 08260]  loss = -0.367381
[eval 08270]  loss = -5.092269
[eval 08280]  loss = 1.283690
[eval 08290]  loss = -3.795968
[eval 08300]  loss = -4.206211
[eval 08310]  loss = 3.242358
[eval 08320]  loss = 3.462687
[eval 08330]  loss = -1.584719
[eval 08340]  loss = -4.444663
[eval 08350]  loss = -0.918944
[eval 08360]  loss = -5.109835
[eval 08370]  loss = -1.905159
[eval 08380]  loss = -0.955616
[eval 08390]  loss = -5.085049
[eval 08400]  loss = 1.921016
[eval 08410]  loss = 2.272904
[eval 08420]  loss = -3.931651
[eval 08430]  loss = -2.938779
[eval 08440]  loss = -3.191594
[eval 08450]  loss = -5.032575
[eval 08460]  loss = -0.040841
[eval 08470]  loss = 0.448105
[eval 08480]  loss = -3.902078
[eval 08490]  loss = 1.751993
[eval 08500]  loss = -0.656883
[eval 08510]  loss = 0.882767
[eval 08520]  loss = -4.979570
[eval 08530]  loss = -2.286223
[eval 08540]  loss = -5.025657
[eval 08550]  loss = -0.597174
[eval 08560]  loss = -0.394696
[eval 08570]  loss = -4.154604
[eval 08580]  loss = 0.983303
[eval 08590]  loss = 4.862449
[eval 08600]  loss = -0.540774
[eval 08610]  loss = -3.923550
[eval 08620]  loss = 2.148157
[eval 08630]  loss = -5.091626
[eval 08640]  loss = -2.233438
[eval 08650]  loss = 1.739738
[eval 08660]  loss = -3.951921
[eval 08670]  loss = 0.906756
[eval 08680]  loss = -4.142811
[eval 08690]  loss = -1.181992
[eval 08700]  loss = -2.874554
[eval 08710]  loss = -0.565495
[eval 08720]  loss = -5.131980
[eval 08730]  loss = 0.491087
[eval 08740]  loss = -3.374662
[eval 08750]  loss = -4.261583
[eval 08760]  loss = -0.293480
[eval 08770]  loss = -0.522924
[eval 08780]  loss = -1.141544
[eval 08790]  loss = -3.109140
[eval 08800]  loss = -1.818155
[eval 08810]  loss = -5.089286
[eval 08820]  loss = 2.098757
[eval 08830]  loss = -3.408570
[eval 08840]  loss = -4.065136
[eval 08850]  loss = 2.243930
[eval 08860]  loss = -4.830872
[eval 08870]  loss = 2.222673
[eval 08880]  loss = -4.358375
[eval 08890]  loss = -2.545337
[eval 08900]  loss = -5.009458
[eval 08910]  loss = -3.689565
[eval 08920]  loss = 4.497984
[eval 08930]  loss = -4.663288
[eval 08940]  loss = -0.322757
[eval 08950]  loss = 4.458983
[eval 08960]  loss = 0.115627
[eval 08970]  loss = -4.796950
[eval 08980]  loss = 1.247676
[eval 08990]  loss = -4.980220
[eval 09000]  loss = 2.092963
[eval 09010]  loss = 3.950852
[eval 09020]  loss = -3.798562
[eval 09030]  loss = -1.220275
[eval 09040]  loss = -4.970098
[eval 09050]  loss = -1.164650
[eval 09060]  loss = -3.817571
[eval 09070]  loss = 1.481039
[eval 09080]  loss = -4.961180
[eval 09090]  loss = -3.548641
[eval 09100]  loss = -5.043578
[eval 09110]  loss = -5.043293
[eval 09120]  loss = 2.223167
[eval 09130]  loss = 4.938811
[eval 09140]  loss = 0.140331
[eval 09150]  loss = -4.309916
[eval 09160]  loss = 0.916512
[eval 09170]  loss = -5.051837
[eval 09180]  loss = 2.476296
[eval 09190]  loss = 4.954127
[eval 09200]  loss = -3.409172
[eval 09210]  loss = -1.204655
[eval 09220]  loss = 4.428418
[eval 09230]  loss = 4.214900
[eval 09240]  loss = -2.742126
[eval 09250]  loss = -0.579564
[eval 09260]  loss = -5.050608
[eval 09270]  loss = -1.007832
[eval 09280]  loss = 1.643796
[eval 09290]  loss = -4.049737
[eval 09300]  loss = -3.276755
[eval 09310]  loss = -4.528849
[eval 09320]  loss = 3.026267
[eval 09330]  loss = -4.402894
[eval 09340]  loss = 0.543605
[eval 09350]  loss = -5.064255
[eval 09360]  loss = -1.385955
[eval 09370]  loss = -3.885640
[eval 09380]  loss = -3.451342
[eval 09390]  loss = 0.974031
[eval 09400]  loss = 4.490585
[eval 09410]  loss = 0.110397
[eval 09420]  loss = -3.585867
[eval 09430]  loss = 0.012291
[eval 09440]  loss = -5.012885
[eval 09450]  loss = 0.879721
[eval 09460]  loss = 3.463655
[eval 09470]  loss = -4.987597
[eval 09480]  loss = 1.033460
[eval 09490]  loss = -5.001222
[eval 09500]  loss = 1.825993
[eval 09510]  loss = -2.878480
[eval 09520]  loss = 1.365530
[eval 09530]  loss = -4.954082
[eval 09540]  loss = 3.231752
[eval 09550]  loss = 2.707338
[eval 09560]  loss = -3.449088
[eval 09570]  loss = -3.277293
[eval 09580]  loss = 4.700652
[eval 09590]  loss = -0.570316
[eval 09600]  loss = -3.952547
[eval 09610]  loss = -2.647718
[eval 09620]  loss = -4.978793
[eval 09630]  loss = -2.563623
[eval 09640]  loss = -0.590374
[eval 09650]  loss = -3.384023
[eval 09660]  loss = 0.691088
[eval 09670]  loss = 4.450244
[eval 09680]  loss = 0.195826
[eval 09690]  loss = -4.964924
[eval 09700]  loss = 1.656762
[eval 09710]  loss = -4.980639
[eval 09720]  loss = -0.865019
[eval 09730]  loss = -5.021324
[eval 09740]  loss = -3.385147
[eval 09750]  loss = -0.353521
[eval 09760]  loss = 0.299753
[eval 09770]  loss = -4.422413
[eval 09780]  loss = -3.301280
[eval 09790]  loss = -3.280926
[eval 09800]  loss = -5.112421
[eval 09810]  loss = 2.322878
[eval 09820]  loss = -2.808888
[eval 09830]  loss = -3.332490
[eval 09840]  loss = 3.256636
[eval 09850]  loss = -4.766911
[eval 09860]  loss = 2.253394
[eval 09870]  loss = -3.352292
[eval 09880]  loss = 1.141614
[eval 09890]  loss = -4.896531
[eval 09900]  loss = -3.172049
[eval 09910]  loss = 5.107089
[eval 09920]  loss = -4.370078
[eval 09930]  loss = 2.517726
[eval 09940]  loss = 3.795098
[eval 09950]  loss = 1.495814
[eval 09960]  loss = -2.937808
[eval 09970]  loss = 2.476705
[eval 09980]  loss = -4.921623
[eval 09990]  loss = -2.114432
accuracy = 0.657
confusion matrix:
[[144  56]
 [ 83 117]]
              precision    recall  f1-score   support

           0      0.634     0.720     0.674       200
           1      0.676     0.585     0.627       200

    accuracy                          0.652       400
   macro avg      0.655     0.652     0.651       400
weighted avg      0.655     0.652     0.651       400


—— fold 4/5 —————————————————————
[eval 00000]  loss = -1.695017
[eval 00010]  loss = -3.228614
[eval 00020]  loss = -3.881318
[eval 00030]  loss = -0.108007
[eval 00040]  loss = 0.366468
[eval 00050]  loss = 4.786613
[eval 00060]  loss = 2.204088
[eval 00070]  loss = -3.879170
[eval 00080]  loss = -1.099472
[eval 00090]  loss = 3.318523
[eval 00100]  loss = -0.875607
[eval 00110]  loss = -1.469312
[eval 00120]  loss = 1.266769
[eval 00130]  loss = 0.137332
[eval 00140]  loss = -0.889730
[eval 00150]  loss = -1.114950
[eval 00160]  loss = -0.694026
[eval 00170]  loss = 2.118993
[eval 00180]  loss = -3.366990
[eval 00190]  loss = -1.394414
[eval 00200]  loss = 1.591962
[eval 00210]  loss = -0.472395
[eval 00220]  loss = -3.961403
[eval 00230]  loss = -3.061515
[eval 00240]  loss = 0.823946
[eval 00250]  loss = 0.223191
[eval 00260]  loss = -0.230868
[eval 00270]  loss = 0.999277
[eval 00280]  loss = -0.464210
[eval 00290]  loss = 2.875601
[eval 00300]  loss = -0.962382
[eval 00310]  loss = 1.520965
[eval 00320]  loss = -2.243310
[eval 00330]  loss = 4.432057
[eval 00340]  loss = -3.066874
[eval 00350]  loss = -3.275718
[eval 00360]  loss = -1.749185
[eval 00370]  loss = 1.139326
[eval 00380]  loss = 0.046131
[eval 00390]  loss = 3.709596
[eval 00400]  loss = -2.786481
[eval 00410]  loss = -3.099083
[eval 00420]  loss = -2.068847
[eval 00430]  loss = 3.405627
[eval 00440]  loss = -4.053215
[eval 00450]  loss = 0.378770
[eval 00460]  loss = -2.877142
[eval 00470]  loss = -4.053694
[eval 00480]  loss = 0.368685
[eval 00490]  loss = -2.956325
[eval 00500]  loss = -1.216370
[eval 00510]  loss = -3.316141
[eval 00520]  loss = -2.999875
[eval 00530]  loss = -1.768923
[eval 00540]  loss = 0.204469
[eval 00550]  loss = 3.177633
[eval 00560]  loss = -2.504993
[eval 00570]  loss = 3.001879
[eval 00580]  loss = -0.787733
[eval 00590]  loss = -2.679115
[eval 00600]  loss = -2.938825
[eval 00610]  loss = -1.150374
[eval 00620]  loss = 1.192761
[eval 00630]  loss = -3.493434
[eval 00640]  loss = -2.138086
[eval 00650]  loss = -3.329311
[eval 00660]  loss = 2.262728
[eval 00670]  loss = -0.273776
[eval 00680]  loss = -2.839732
[eval 00690]  loss = 1.126341
[eval 00700]  loss = 0.541949
[eval 00710]  loss = -1.099772
[eval 00720]  loss = 0.194898
[eval 00730]  loss = 2.531783
[eval 00740]  loss = -3.342347
[eval 00750]  loss = 0.280293
[eval 00760]  loss = 3.294319
[eval 00770]  loss = -3.264371
[eval 00780]  loss = 2.362555
[eval 00790]  loss = 2.139404
[eval 00800]  loss = -4.151831
[eval 00810]  loss = -0.339900
[eval 00820]  loss = -3.358565
[eval 00830]  loss = -4.176767
[eval 00840]  loss = 2.152460
[eval 00850]  loss = -4.172210
[eval 00860]  loss = -3.424122
[eval 00870]  loss = -3.512616
[eval 00880]  loss = -4.009104
[eval 00890]  loss = 0.450117
[eval 00900]  loss = 1.566229
[eval 00910]  loss = -4.357217
[eval 00920]  loss = 3.798700
[eval 00930]  loss = -1.639121
[eval 00940]  loss = 3.716641
[eval 00950]  loss = -4.436109
[eval 00960]  loss = -4.489802
[eval 00970]  loss = -2.553763
[eval 00980]  loss = -3.036347
[eval 00990]  loss = -4.730339
[eval 01000]  loss = -4.404345
[eval 01010]  loss = -4.809245
[eval 01020]  loss = -1.131765
[eval 01030]  loss = -3.987724
[eval 01040]  loss = 2.621172
[eval 01050]  loss = 1.946744
[eval 01060]  loss = -4.640496
[eval 01070]  loss = -2.348153
[eval 01080]  loss = -4.895953
[eval 01090]  loss = -0.269657
[eval 01100]  loss = -0.588344
[eval 01110]  loss = -2.687010
[eval 01120]  loss = -3.023078
[eval 01130]  loss = 1.713945
[eval 01140]  loss = -2.051767
[eval 01150]  loss = 0.617796
[eval 01160]  loss = 3.339189
[eval 01170]  loss = -4.614829
[eval 01180]  loss = 0.953539
[eval 01190]  loss = -0.994135
[eval 01200]  loss = -2.839658
[eval 01210]  loss = 2.369857
[eval 01220]  loss = -2.696318
[eval 01230]  loss = -4.880138
[eval 01240]  loss = -1.200493
[eval 01250]  loss = -3.647502
[eval 01260]  loss = -2.187077
[eval 01270]  loss = -4.719332
[eval 01280]  loss = -0.340337
[eval 01290]  loss = 2.800765
[eval 01300]  loss = -3.416770
[eval 01310]  loss = -2.258357
[eval 01320]  loss = 0.154666
[eval 01330]  loss = -4.881965
[eval 01340]  loss = 1.289643
[eval 01350]  loss = -2.972491
[eval 01360]  loss = -0.413400
[eval 01370]  loss = -4.978397
[eval 01380]  loss = -2.503320
[eval 01390]  loss = -4.556756
[eval 01400]  loss = -3.124036
[eval 01410]  loss = 3.559402
[eval 01420]  loss = -4.792088
[eval 01430]  loss = -3.127530
[eval 01440]  loss = -1.168400
[eval 01450]  loss = -0.762901
[eval 01460]  loss = -4.840685
[eval 01470]  loss = 3.794968
[eval 01480]  loss = 4.892870
[eval 01490]  loss = -4.611306
[eval 01500]  loss = -5.010559
[eval 01510]  loss = 1.511348
[eval 01520]  loss = -4.359036
[eval 01530]  loss = -5.054444
[eval 01540]  loss = 2.542601
[eval 01550]  loss = 1.003656
[eval 01560]  loss = -5.069024
[eval 01570]  loss = -2.534485
[eval 01580]  loss = -5.050791
[eval 01590]  loss = -4.984895
[eval 01600]  loss = 1.030795
[eval 01610]  loss = -3.489753
[eval 01620]  loss = -1.543440
[eval 01630]  loss = 0.981902
[eval 01640]  loss = -2.999893
[eval 01650]  loss = -0.768489
[eval 01660]  loss = -3.107910
[eval 01670]  loss = 1.594303
[eval 01680]  loss = -5.034396
[eval 01690]  loss = -0.540890
[eval 01700]  loss = -4.271750
[eval 01710]  loss = -4.939432
[eval 01720]  loss = -0.194817
[eval 01730]  loss = 1.274012
[eval 01740]  loss = -4.608213
[eval 01750]  loss = -1.636504
[eval 01760]  loss = 1.359260
[eval 01770]  loss = 1.372921
[eval 01780]  loss = -5.175064
[eval 01790]  loss = -5.124078
[eval 01800]  loss = 1.773793
[eval 01810]  loss = 3.885129
[eval 01820]  loss = -0.902561
[eval 01830]  loss = -2.833206
[eval 01840]  loss = 2.240571
[eval 01850]  loss = -3.321048
[eval 01860]  loss = -4.159916
[eval 01870]  loss = 1.702542
[eval 01880]  loss = -5.163798
[eval 01890]  loss = -1.429620
[eval 01900]  loss = 0.511848
[eval 01910]  loss = -5.144053
[eval 01920]  loss = -5.133223
[eval 01930]  loss = 1.968869
[eval 01940]  loss = 2.594962
[eval 01950]  loss = 0.724918
[eval 01960]  loss = -1.131550
[eval 01970]  loss = -0.711004
[eval 01980]  loss = -5.059091
[eval 01990]  loss = -1.723833
[eval 02000]  loss = -5.088282
[eval 02010]  loss = -4.453086
[eval 02020]  loss = 0.629337
[eval 02030]  loss = -2.360551
[eval 02040]  loss = -5.176764
[eval 02050]  loss = -1.273684
[eval 02060]  loss = -3.498472
[eval 02070]  loss = -1.326479
[eval 02080]  loss = -5.077831
[eval 02090]  loss = -2.525772
[eval 02100]  loss = 3.064478
[eval 02110]  loss = -4.122796
[eval 02120]  loss = -3.353053
[eval 02130]  loss = -3.591032
[eval 02140]  loss = -2.749423
[eval 02150]  loss = -3.564188
[eval 02160]  loss = 1.086147
[eval 02170]  loss = -5.150616
[eval 02180]  loss = 2.232952
[eval 02190]  loss = 4.411494
[eval 02200]  loss = -4.426145
[eval 02210]  loss = -1.822356
[eval 02220]  loss = -3.664722
[eval 02230]  loss = -0.855946
[eval 02240]  loss = 2.332574
[eval 02250]  loss = 0.960904
[eval 02260]  loss = -5.066960
[eval 02270]  loss = 0.670209
[eval 02280]  loss = 3.519794
[eval 02290]  loss = -4.244474
[eval 02300]  loss = -0.798381
[eval 02310]  loss = 2.539340
[eval 02320]  loss = 1.501876
[eval 02330]  loss = -3.146798
[eval 02340]  loss = -1.725576
[eval 02350]  loss = -5.126426
[eval 02360]  loss = 2.621540
[eval 02370]  loss = 2.599535
[eval 02380]  loss = -5.145644
[eval 02390]  loss = 0.858820
[eval 02400]  loss = 1.123083
[eval 02410]  loss = 0.153018
[eval 02420]  loss = -4.668216
[eval 02430]  loss = 0.700799
[eval 02440]  loss = -5.054893
[eval 02450]  loss = 1.425640
[eval 02460]  loss = 3.230897
[eval 02470]  loss = -4.351173
[eval 02480]  loss = 1.478113
[eval 02490]  loss = -4.035770
[eval 02500]  loss = 2.604017
[eval 02510]  loss = 1.612596
[eval 02520]  loss = 3.135448
[eval 02530]  loss = -4.980037
[eval 02540]  loss = 2.089146
[eval 02550]  loss = -1.549219
